name	address	section	ghidra_type	len	c_declaration	value	defined_in
PTR_LAB_a7b7c1b4	0xa7b7c1b4	__DATA,__la_symbol_ptr	pointer	4	extern int (*PTR_LAB_a7b7c1b4)() asm("PTR_LAB_a7b7c1b4");	pointer -> _realloc	data.s
PTR_LAB_a7b7c1c4	0xa7b7c1c4	__DATA,__la_symbol_ptr	pointer	4	extern int (*PTR_LAB_a7b7c1c4)() asm("PTR_LAB_a7b7c1c4");	pointer -> _free	data.s
PTR_LAB_a7b7c1c8	0xa7b7c1c8	__DATA,__la_symbol_ptr	pointer	4	extern int (*PTR_LAB_a7b7c1c8)() asm("PTR_LAB_a7b7c1c8");	pointer -> _malloc	data.s
_tokens	0xa7b7cd58	__DATA,__const	undefined4	4		0x00000101	data.s
UNK_a7b7ce41	0xa7b7ce41	__DATA,__const	-	-	extern unsigned char UNK_a7b7ce41 asm("UNK_a7b7ce41");	0x00011797	data.s
UNK_a7b7ce4c	0xa7b7ce4c	__DATA,__const	-	-	extern unsigned char UNK_a7b7ce4c asm("UNK_a7b7ce4c");	0x00000002	data.s
UNK_a7b7ce50	0xa7b7ce50	__DATA,__const	-	-	extern unsigned char UNK_a7b7ce50 asm("UNK_a7b7ce50");	pointer -> _op_logor	data.s
DAT_a7b7cf14	0xa7b7cf14	__DATA,__const	undefined4	4	extern unsigned int DAT_a7b7cf14 asm("DAT_a7b7cf14");	0x00000025	data.s
_unop	0xa7b7cf20	__DATA,__const	-	-		0x0000002b	data.s
UNK_a7b7cf24	0xa7b7cf24	__DATA,__const	-	-	extern unsigned char UNK_a7b7cf24 asm("UNK_a7b7cf24");	pointer -> _op_pos	data.s
TType__vtable	0xa7b7cf40	__DATA,__const	-	-		0x00000000	data.s
PTR__TType_a7b7cf48	0xa7b7cf48	__DATA,__const	pointer	4	extern unsigned char *PTR__TType_a7b7cf48 asm("PTR__TType_a7b7cf48");	pointer -> __ZN5TTypeD1Ev	data.s
PTR_getLine_a7b7cf90	0xa7b7cf90	__DATA,__const	pointer	4	extern unsigned char *PTR_getLine_a7b7cf90 asm("PTR_getLine_a7b7cf90");	pointer -> __ZNK11TIntermNode7getLineEv	data.s
PTR__TType_a7b7cff8	0xa7b7cff8	__DATA,__const	pointer	4	extern unsigned char *PTR__TType_a7b7cff8 asm("PTR__TType_a7b7cff8");	pointer -> __ZN5TTypeD1Ev	data.s
PTR_getLine_a7b7d040	0xa7b7d040	__DATA,__const	pointer	4	extern unsigned char *PTR_getLine_a7b7d040 asm("PTR_getLine_a7b7d040");	pointer -> __ZNK11TIntermNode7getLineEv	data.s
PTR__TType_a7b7d080	0xa7b7d080	__DATA,__const	pointer	4	extern unsigned char *PTR__TType_a7b7d080 asm("PTR__TType_a7b7d080");	pointer -> __ZN5TTypeD1Ev	data.s
PTR_getLine_a7b7d1b8	0xa7b7d1b8	__DATA,__const	pointer	4	extern unsigned char *PTR_getLine_a7b7d1b8 asm("PTR_getLine_a7b7d1b8");	pointer -> __ZNK11TIntermNode7getLineEv	data.s
PTR_getLine_a7b7d390	0xa7b7d390	__DATA,__const	pointer	4	extern unsigned char *PTR_getLine_a7b7d390 asm("PTR_getLine_a7b7d390");	pointer -> __ZNK11TIntermNode7getLineEv	data.s
PTR_getLine_a7b7d400	0xa7b7d400	__DATA,__const	pointer	4	extern unsigned char *PTR_getLine_a7b7d400 asm("PTR_getLine_a7b7d400");	pointer -> __ZNK11TIntermNode7getLineEv	data.s
PTR__TType_a7b7d440	0xa7b7d440	__DATA,__const	pointer	4	extern unsigned char *PTR__TType_a7b7d440 asm("PTR__TType_a7b7d440");	pointer -> __ZN5TTypeD1Ev	data.s
PTR__TType_a7b7d488	0xa7b7d488	__DATA,__const	pointer	4	extern unsigned char *PTR__TType_a7b7d488 asm("PTR__TType_a7b7d488");	pointer -> __ZN5TTypeD1Ev	data.s
PTR__TType_a7b7d4d0	0xa7b7d4d0	__DATA,__const	pointer	4	extern unsigned char *PTR__TType_a7b7d4d0 asm("PTR__TType_a7b7d4d0");	pointer -> __ZN5TTypeD1Ev	data.s
PTR__TSymbol_a7b7d568	0xa7b7d568	__DATA,__const	pointer	4	extern unsigned char *PTR__TSymbol_a7b7d568 asm("PTR__TSymbol_a7b7d568");	pointer -> __ZN7TSymbolD1Ev	data.s
PTR__TType_a7b7d590	0xa7b7d590	__DATA,__const	pointer	4	extern unsigned char *PTR__TType_a7b7d590 asm("PTR__TType_a7b7d590");	pointer -> __ZN5TTypeD1Ev	data.s
PTR_getLine_a7b7d5d8	0xa7b7d5d8	__DATA,__const	pointer	4	extern unsigned char *PTR_getLine_a7b7d5d8 asm("PTR_getLine_a7b7d5d8");	pointer -> __ZNK11TIntermNode7getLineEv	data.s
PTR__TType_a7b7d640	0xa7b7d640	__DATA,__const	pointer	4	extern unsigned char *PTR__TType_a7b7d640 asm("PTR__TType_a7b7d640");	pointer -> __ZN5TTypeD1Ev	data.s
_PTR_s__02d____02d____s____s__c__c_a7b7d6bc	0xa7b7d6bc	__DATA,__const	pointer	4		pointer -> LD_97c2b3bc	data.s
PTR_s_gl__WhileBody__a7b7d6c8	0xa7b7d6c8	__DATA,__const	pointer	4	extern unsigned char *PTR_s_gl__WhileBody__a7b7d6c8 asm("PTR_s_gl__WhileBody__a7b7d6c8");	pointer -> LD_97c2c83c	data.s
PTR_s_gl__WhileEnd__a7b7d6cc	0xa7b7d6cc	__DATA,__const	pointer	4	extern unsigned char *PTR_s_gl__WhileEnd__a7b7d6cc asm("PTR_s_gl__WhileEnd__a7b7d6cc");	pointer -> LD_97c2c84c	data.s
PTR_s_gl__WhileStart__a7b7d6d0	0xa7b7d6d0	__DATA,__const	pointer	4	extern unsigned char *PTR_s_gl__WhileStart__a7b7d6d0 asm("PTR_s_gl__WhileStart__a7b7d6d0");	pointer -> LD_97c2c85c	data.s
PTR_s_gl__WhileEndIf__a7b7d6d4	0xa7b7d6d4	__DATA,__const	pointer	4	extern unsigned char *PTR_s_gl__WhileEndIf__a7b7d6d4 asm("PTR_s_gl__WhileEndIf__a7b7d6d4");	pointer -> LD_97c2c86c	data.s
PTR_s_gl__IfElse_a7b7d6d8	0xa7b7d6d8	__DATA,__const	pointer	4	extern unsigned char *PTR_s_gl__IfElse_a7b7d6d8 asm("PTR_s_gl__IfElse_a7b7d6d8");	pointer -> LD_97c2c87c	data.s
PTR_s_gl__IfEnd__a7b7d6dc	0xa7b7d6dc	__DATA,__const	pointer	4	extern unsigned char *PTR_s_gl__IfEnd__a7b7d6dc asm("PTR_s_gl__IfEnd__a7b7d6dc");	pointer -> LD_97c2c888	data.s
PTR__TShHandleBase_a7b7d700	0xa7b7d700	__DATA,__const	pointer	4	extern unsigned char *PTR__TShHandleBase_a7b7d700 asm("PTR__TShHandleBase_a7b7d700");	pointer -> __ZN13TShHandleBaseD1Ev	data.s
PTR_s_gl__IfElse__a7b7d710	0xa7b7d710	__DATA,__const	pointer	4	extern unsigned char *PTR_s_gl__IfElse__a7b7d710 asm("PTR_s_gl__IfElse__a7b7d710");	pointer -> LD_97c2cedc	data.s
PTR_s_gl__IfEnd__a7b7d714	0xa7b7d714	__DATA,__const	pointer	4	extern unsigned char *PTR_s_gl__IfEnd__a7b7d714 asm("PTR_s_gl__IfEnd__a7b7d714");	pointer -> LD_97c2c888	data.s
PTR_s_gl__WhileBody__a7b7d718	0xa7b7d718	__DATA,__const	pointer	4	extern unsigned char *PTR_s_gl__WhileBody__a7b7d718 asm("PTR_s_gl__WhileBody__a7b7d718");	pointer -> LD_97c2c83c	data.s
PTR_s_gl__WhileEnd__a7b7d71c	0xa7b7d71c	__DATA,__const	pointer	4	extern unsigned char *PTR_s_gl__WhileEnd__a7b7d71c asm("PTR_s_gl__WhileEnd__a7b7d71c");	pointer -> LD_97c2c84c	data.s
PTR_s_gl__WhileStart__a7b7d720	0xa7b7d720	__DATA,__const	pointer	4	extern unsigned char *PTR_s_gl__WhileStart__a7b7d720 asm("PTR_s_gl__WhileStart__a7b7d720");	pointer -> LD_97c2c85c	data.s
PTR_s_gl__WhileEndIf__a7b7d724	0xa7b7d724	__DATA,__const	pointer	4	extern unsigned char *PTR_s_gl__WhileEndIf__a7b7d724 asm("PTR_s_gl__WhileEndIf__a7b7d724");	pointer -> LD_97c2c86c	data.s
PTR__TType_a7b7d730	0xa7b7d730	__DATA,__const	pointer	4	extern unsigned char *PTR__TType_a7b7d730 asm("PTR__TType_a7b7d730");	pointer -> __ZN5TTypeD1Ev	data.s
PTR__TType_a7b7d778	0xa7b7d778	__DATA,__const	pointer	4	extern unsigned char *PTR__TType_a7b7d778 asm("PTR__TType_a7b7d778");	pointer -> __ZN5TTypeD1Ev	data.s
PTR__TType_a7b7d808	0xa7b7d808	__DATA,__const	pointer	4	extern unsigned char *PTR__TType_a7b7d808 asm("PTR__TType_a7b7d808");	pointer -> __ZN5TTypeD1Ev	data.s
PTR__TCompiler_a7b7d850	0xa7b7d850	__DATA,__const	pointer	4	extern unsigned char *PTR__TCompiler_a7b7d850 asm("PTR__TCompiler_a7b7d850");	pointer -> __ZN9TCompilerD1Ev	data.s
PTR__TShHandleBase_a7b7d898	0xa7b7d898	__DATA,__const	pointer	4	extern unsigned char *PTR__TShHandleBase_a7b7d898 asm("PTR__TShHandleBase_a7b7d898");	pointer -> __ZN13TShHandleBaseD1Ev	data.s
_OpsList_ARBvp10	0xa7b7d8a8	__DATA,__const	undefined4	4		pointer -> LD_97c2d510	data.s
_OpsList_NVvp20	0xa7b7d988	__DATA,__const	-	-		pointer -> LD_97c2d52c	data.s
_OpsList_NVvp30	0xa7b7da08	__DATA,__const	undefined4	4		pointer -> LD_97c2d6c8	data.s
_OpsList_ARBfp10	0xa7b7da40	__DATA,__const	undefined4	4		pointer -> LD_97c2d510	data.s
_OpsList_NVfp10	0xa7b7db50	__DATA,__const	-	-		pointer -> LD_97c2d6a0	data.s
_OpsList_NVfp20	0xa7b7dbf0	__DATA,__const	-	-		pointer -> LD_97c2d564	data.s
_vpDclList	0xa7b7dc70	__DATA,__const	undefined4	4		pointer -> LD_97c2fec8	data.s
_fpDclList	0xa7b7dcd8	__DATA,__const	undefined4	4		pointer -> LD_97c2fec8	data.s
PTR__underflow_error_a7b7dd70	0xa7b7dd70	__DATA,__const	pointer	4	extern unsigned char *PTR__underflow_error_a7b7dd70 asm("PTR__underflow_error_a7b7dd70");	pointer -> __ZNSt15underflow_errorD1Ev	data.s
PTR__overflow_error_a7b7dd88	0xa7b7dd88	__DATA,__const	pointer	4	extern unsigned char *PTR__overflow_error_a7b7dd88 asm("PTR__overflow_error_a7b7dd88");	pointer -> __ZNSt14overflow_errorD1Ev	data.s
PTR__range_error_a7b7dda0	0xa7b7dda0	__DATA,__const	pointer	4	extern unsigned char *PTR__range_error_a7b7dda0 asm("PTR__range_error_a7b7dda0");	pointer -> __ZNSt11range_errorD1Ev	data.s
PTR__out_of_range_a7b7ddb8	0xa7b7ddb8	__DATA,__const	pointer	4	extern unsigned char *PTR__out_of_range_a7b7ddb8 asm("PTR__out_of_range_a7b7ddb8");	pointer -> __ZNSt12out_of_rangeD1Ev	data.s
PTR__length_error_a7b7ddd0	0xa7b7ddd0	__DATA,__const	pointer	4	extern unsigned char *PTR__length_error_a7b7ddd0 asm("PTR__length_error_a7b7ddd0");	pointer -> __ZNSt12length_errorD1Ev	data.s
PTR__invalid_argument_a7b7dde8	0xa7b7dde8	__DATA,__const	pointer	4	extern unsigned char *PTR__invalid_argument_a7b7dde8 asm("PTR__invalid_argument_a7b7dde8");	pointer -> __ZNSt16invalid_argumentD1Ev	data.s
PTR__domain_error_a7b7de00	0xa7b7de00	__DATA,__const	pointer	4	extern unsigned char *PTR__domain_error_a7b7de00 asm("PTR__domain_error_a7b7de00");	pointer -> __ZNSt12domain_errorD1Ev	data.s
PTR__underflow_error_a7b7de48	0xa7b7de48	__DATA,__const	pointer	4	extern unsigned char *PTR__underflow_error_a7b7de48 asm("PTR__underflow_error_a7b7de48");	pointer -> __ZNSt15underflow_errorD1Ev	data.s
PTR__overflow_error_a7b7de60	0xa7b7de60	__DATA,__const	pointer	4	extern unsigned char *PTR__overflow_error_a7b7de60 asm("PTR__overflow_error_a7b7de60");	pointer -> __ZNSt14overflow_errorD1Ev	data.s
PTR__range_error_a7b7de78	0xa7b7de78	__DATA,__const	pointer	4	extern unsigned char *PTR__range_error_a7b7de78 asm("PTR__range_error_a7b7de78");	pointer -> __ZNSt11range_errorD1Ev	data.s
PTR__out_of_range_a7b7de90	0xa7b7de90	__DATA,__const	pointer	4	extern unsigned char *PTR__out_of_range_a7b7de90 asm("PTR__out_of_range_a7b7de90");	pointer -> __ZNSt12out_of_rangeD1Ev	data.s
PTR__length_error_a7b7dea8	0xa7b7dea8	__DATA,__const	pointer	4	extern unsigned char *PTR__length_error_a7b7dea8 asm("PTR__length_error_a7b7dea8");	pointer -> __ZNSt12length_errorD1Ev	data.s
PTR__invalid_argument_a7b7dec0	0xa7b7dec0	__DATA,__const	pointer	4	extern unsigned char *PTR__invalid_argument_a7b7dec0 asm("PTR__invalid_argument_a7b7dec0");	pointer -> __ZNSt16invalid_argumentD1Ev	data.s
PTR__domain_error_a7b7ded8	0xa7b7ded8	__DATA,__const	pointer	4	extern unsigned char *PTR__domain_error_a7b7ded8 asm("PTR__domain_error_a7b7ded8");	pointer -> __ZNSt12domain_errorD1Ev	data.s
_bindAtom	0xa7b7e798	__DATA,__bss	undefined4	4			data.s
_constAtom	0xa7b7e79c	__DATA,__bss	undefined4	4			data.s
_defaultAtom	0xa7b7e7a0	__DATA,__bss	undefined4	4			data.s
_defineAtom	0xa7b7e7a4	__DATA,__bss	undefined4	4			data.s
_definedAtom	0xa7b7e7a8	__DATA,__bss	undefined4	4			data.s
_elseAtom	0xa7b7e7ac	__DATA,__bss	undefined4	4			data.s
_elifAtom	0xa7b7e7b0	__DATA,__bss	undefined4	4			data.s
_endifAtom	0xa7b7e7b4	__DATA,__bss	undefined4	4			data.s
_ifAtom	0xa7b7e7b8	__DATA,__bss	undefined4	4			data.s
_ifdefAtom	0xa7b7e7bc	__DATA,__bss	undefined4	4			data.s
_ifndefAtom	0xa7b7e7c0	__DATA,__bss	undefined4	4			data.s
_includeAtom	0xa7b7e7c4	__DATA,__bss	undefined4	4			data.s
_lineAtom	0xa7b7e7c8	__DATA,__bss	undefined4	4			data.s
_pragmaAtom	0xa7b7e7cc	__DATA,__bss	undefined4	4			data.s
_texunitAtom	0xa7b7e7d0	__DATA,__bss	undefined4	4			data.s
_undefAtom	0xa7b7e7d4	__DATA,__bss	undefined4	4			data.s
_errorAtom	0xa7b7e7d8	__DATA,__bss	undefined4	4			data.s
___LINE__Atom	0xa7b7e7dc	__DATA,__bss	undefined4	4			data.s
___FILE__Atom	0xa7b7e7e0	__DATA,__bss	undefined4	4			data.s
___VERSION__Atom	0xa7b7e7e4	__DATA,__bss	undefined4	4			data.s
_versionAtom	0xa7b7e7e8	__DATA,__bss	undefined4	4			data.s
_extensionAtom	0xa7b7e7ec	__DATA,__bss	undefined4	4			data.s
_macros	0xa7b7e7f0	__DATA,__bss	undefined4	4			data.s
_ifloc	0xa7b7e7f4	__DATA,__bss	undefined4	4			data.s
_refCount	0xa7b7e7f8	__DATA,__bss	undefined4	4			data.s
GetSymbolTable__SymbolTables	0xa7b7e7fc	__DATA,__bss	undefined4	4			data.s
GetResources__Resources	0xa7b7e80c	__DATA,__bss	undefined4	4			data.s
DAT_a7b7e810	0xa7b7e810	__DATA,__bss	undefined4	4	extern unsigned int DAT_a7b7e810 asm("DAT_a7b7e810");		data.s
DAT_a7b7e814	0xa7b7e814	__DATA,__bss	undefined4	4	extern unsigned int DAT_a7b7e814 asm("DAT_a7b7e814");		data.s
DAT_a7b7e818	0xa7b7e818	__DATA,__bss	undefined4	4	extern unsigned int DAT_a7b7e818 asm("DAT_a7b7e818");		data.s
DAT_a7b7e81c	0xa7b7e81c	__DATA,__bss	undefined4	4	extern unsigned int DAT_a7b7e81c asm("DAT_a7b7e81c");		data.s
DAT_a7b7e820	0xa7b7e820	__DATA,__bss	undefined4	4	extern unsigned int DAT_a7b7e820 asm("DAT_a7b7e820");		data.s
DAT_a7b7e824	0xa7b7e824	__DATA,__bss	undefined4	4	extern unsigned int DAT_a7b7e824 asm("DAT_a7b7e824");		data.s
DAT_a7b7e828	0xa7b7e828	__DATA,__bss	undefined4	4	extern unsigned int DAT_a7b7e828 asm("DAT_a7b7e828");		data.s
DAT_a7b7e82c	0xa7b7e82c	__DATA,__bss	undefined4	4	extern unsigned int DAT_a7b7e82c asm("DAT_a7b7e82c");		data.s
DAT_a7b7e830	0xa7b7e830	__DATA,__bss	undefined4	4	extern unsigned int DAT_a7b7e830 asm("DAT_a7b7e830");		data.s
DAT_a7b7e834	0xa7b7e834	__DATA,__bss	undefined4	4	extern unsigned int DAT_a7b7e834 asm("DAT_a7b7e834");		data.s
DAT_a7b7e838	0xa7b7e838	__DATA,__bss	undefined4	4	extern unsigned int DAT_a7b7e838 asm("DAT_a7b7e838");		data.s
_yy_current_buffer	0xa7b7e83c	__DATA,__bss	undefined4	4			data.s
_yy_hold_char	0xa7b7e840	__DATA,__bss	undefined1	1			data.s
_yy_n_chars	0xa7b7e844	__DATA,__bss	undefined4	4			data.s
_yy_c_buf_p	0xa7b7e848	__DATA,__bss	undefined4	4			data.s
_yy_start	0xa7b7e84c	__DATA,__bss	undefined4	4			data.s
_yy_did_buffer_switch_on_eof	0xa7b7e850	__DATA,__bss	undefined4	4			data.s
_yy_last_accepting_state	0xa7b7e854	__DATA,__bss	undefined4	4			data.s
_yy_last_accepting_cpos	0xa7b7e858	__DATA,__bss	undefined4	4			data.s
TPPStreamCompiler__equalOperands__source0Indirect	0xa7b7e85c	__DATA,__bss	undefined4	4			data.s
TPPStreamCompiler__equalOperands__source1Indirect	0xa7b7e860	__DATA,__bss	undefined4	4			data.s
TPPStreamCompiler__assignOperands__destIndirect	0xa7b7e864	__DATA,__bss	undefined4	4			data.s
TPPStreamCompiler__assignOperands__sourceIndirect	0xa7b7e868	__DATA,__bss	undefined4	4			data.s
_emergency_buffer	0xa7b7e870	__DATA,__bss	-	-			data.s
_emergency_used	0xa7b7ea70	__DATA,__bss	undefined4	4			data.s
_globals_static	0xa7b7ea74	__DATA,__bss	-	-			data.s
_dwarf_reg_size_table	0xa7b7ea7c	__DATA,__bss	undefined1	1			data.s
DAT_a7b7ea7d	0xa7b7ea7d	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7ea7d asm("DAT_a7b7ea7d");		data.s
DAT_a7b7ea7e	0xa7b7ea7e	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7ea7e asm("DAT_a7b7ea7e");		data.s
DAT_a7b7ea7f	0xa7b7ea7f	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7ea7f asm("DAT_a7b7ea7f");		data.s
DAT_a7b7ea80	0xa7b7ea80	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7ea80 asm("DAT_a7b7ea80");		data.s
DAT_a7b7ea81	0xa7b7ea81	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7ea81 asm("DAT_a7b7ea81");		data.s
DAT_a7b7ea82	0xa7b7ea82	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7ea82 asm("DAT_a7b7ea82");		data.s
DAT_a7b7ea83	0xa7b7ea83	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7ea83 asm("DAT_a7b7ea83");		data.s
DAT_a7b7ea84	0xa7b7ea84	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7ea84 asm("DAT_a7b7ea84");		data.s
DAT_a7b7ea85	0xa7b7ea85	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7ea85 asm("DAT_a7b7ea85");		data.s
DAT_a7b7ea86	0xa7b7ea86	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7ea86 asm("DAT_a7b7ea86");		data.s
DAT_a7b7ea87	0xa7b7ea87	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7ea87 asm("DAT_a7b7ea87");		data.s
DAT_a7b7ea88	0xa7b7ea88	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7ea88 asm("DAT_a7b7ea88");		data.s
DAT_a7b7ea89	0xa7b7ea89	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7ea89 asm("DAT_a7b7ea89");		data.s
DAT_a7b7ea8a	0xa7b7ea8a	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7ea8a asm("DAT_a7b7ea8a");		data.s
DAT_a7b7ea8b	0xa7b7ea8b	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7ea8b asm("DAT_a7b7ea8b");		data.s
DAT_a7b7ea8c	0xa7b7ea8c	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7ea8c asm("DAT_a7b7ea8c");		data.s
DAT_a7b7ea8d	0xa7b7ea8d	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7ea8d asm("DAT_a7b7ea8d");		data.s
DAT_a7b7ea8e	0xa7b7ea8e	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7ea8e asm("DAT_a7b7ea8e");		data.s
DAT_a7b7ea8f	0xa7b7ea8f	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7ea8f asm("DAT_a7b7ea8f");		data.s
DAT_a7b7ea90	0xa7b7ea90	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7ea90 asm("DAT_a7b7ea90");		data.s
DAT_a7b7ea91	0xa7b7ea91	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7ea91 asm("DAT_a7b7ea91");		data.s
DAT_a7b7ea92	0xa7b7ea92	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7ea92 asm("DAT_a7b7ea92");		data.s
DAT_a7b7ea93	0xa7b7ea93	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7ea93 asm("DAT_a7b7ea93");		data.s
DAT_a7b7ea94	0xa7b7ea94	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7ea94 asm("DAT_a7b7ea94");		data.s
DAT_a7b7ea95	0xa7b7ea95	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7ea95 asm("DAT_a7b7ea95");		data.s
DAT_a7b7ea96	0xa7b7ea96	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7ea96 asm("DAT_a7b7ea96");		data.s
DAT_a7b7ea97	0xa7b7ea97	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7ea97 asm("DAT_a7b7ea97");		data.s
DAT_a7b7ea98	0xa7b7ea98	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7ea98 asm("DAT_a7b7ea98");		data.s
DAT_a7b7ea99	0xa7b7ea99	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7ea99 asm("DAT_a7b7ea99");		data.s
DAT_a7b7ea9a	0xa7b7ea9a	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7ea9a asm("DAT_a7b7ea9a");		data.s
DAT_a7b7ea9b	0xa7b7ea9b	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7ea9b asm("DAT_a7b7ea9b");		data.s
DAT_a7b7ea9c	0xa7b7ea9c	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7ea9c asm("DAT_a7b7ea9c");		data.s
DAT_a7b7ea9d	0xa7b7ea9d	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7ea9d asm("DAT_a7b7ea9d");		data.s
DAT_a7b7ea9e	0xa7b7ea9e	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7ea9e asm("DAT_a7b7ea9e");		data.s
DAT_a7b7ea9f	0xa7b7ea9f	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7ea9f asm("DAT_a7b7ea9f");		data.s
DAT_a7b7eaa0	0xa7b7eaa0	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eaa0 asm("DAT_a7b7eaa0");		data.s
DAT_a7b7eaa1	0xa7b7eaa1	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eaa1 asm("DAT_a7b7eaa1");		data.s
DAT_a7b7eaa2	0xa7b7eaa2	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eaa2 asm("DAT_a7b7eaa2");		data.s
DAT_a7b7eaa3	0xa7b7eaa3	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eaa3 asm("DAT_a7b7eaa3");		data.s
DAT_a7b7eaa4	0xa7b7eaa4	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eaa4 asm("DAT_a7b7eaa4");		data.s
DAT_a7b7eaa5	0xa7b7eaa5	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eaa5 asm("DAT_a7b7eaa5");		data.s
DAT_a7b7eaa6	0xa7b7eaa6	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eaa6 asm("DAT_a7b7eaa6");		data.s
DAT_a7b7eaa7	0xa7b7eaa7	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eaa7 asm("DAT_a7b7eaa7");		data.s
DAT_a7b7eaa8	0xa7b7eaa8	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eaa8 asm("DAT_a7b7eaa8");		data.s
DAT_a7b7eaa9	0xa7b7eaa9	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eaa9 asm("DAT_a7b7eaa9");		data.s
DAT_a7b7eaaa	0xa7b7eaaa	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eaaa asm("DAT_a7b7eaaa");		data.s
DAT_a7b7eaab	0xa7b7eaab	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eaab asm("DAT_a7b7eaab");		data.s
DAT_a7b7eaac	0xa7b7eaac	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eaac asm("DAT_a7b7eaac");		data.s
DAT_a7b7eaad	0xa7b7eaad	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eaad asm("DAT_a7b7eaad");		data.s
DAT_a7b7eaae	0xa7b7eaae	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eaae asm("DAT_a7b7eaae");		data.s
DAT_a7b7eaaf	0xa7b7eaaf	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eaaf asm("DAT_a7b7eaaf");		data.s
DAT_a7b7eab0	0xa7b7eab0	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eab0 asm("DAT_a7b7eab0");		data.s
DAT_a7b7eab1	0xa7b7eab1	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eab1 asm("DAT_a7b7eab1");		data.s
DAT_a7b7eab2	0xa7b7eab2	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eab2 asm("DAT_a7b7eab2");		data.s
DAT_a7b7eab3	0xa7b7eab3	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eab3 asm("DAT_a7b7eab3");		data.s
DAT_a7b7eab4	0xa7b7eab4	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eab4 asm("DAT_a7b7eab4");		data.s
DAT_a7b7eab5	0xa7b7eab5	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eab5 asm("DAT_a7b7eab5");		data.s
DAT_a7b7eab6	0xa7b7eab6	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eab6 asm("DAT_a7b7eab6");		data.s
DAT_a7b7eab7	0xa7b7eab7	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eab7 asm("DAT_a7b7eab7");		data.s
DAT_a7b7eab8	0xa7b7eab8	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eab8 asm("DAT_a7b7eab8");		data.s
