name	address	section	ghidra_type	len	c_declaration	value	defined_in
DAT_a7b7eab9	0xa7b7eab9	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eab9 asm("DAT_a7b7eab9");		data.s
DAT_a7b7eaba	0xa7b7eaba	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eaba asm("DAT_a7b7eaba");		data.s
DAT_a7b7eabb	0xa7b7eabb	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eabb asm("DAT_a7b7eabb");		data.s
DAT_a7b7eabc	0xa7b7eabc	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eabc asm("DAT_a7b7eabc");		data.s
DAT_a7b7eabd	0xa7b7eabd	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eabd asm("DAT_a7b7eabd");		data.s
DAT_a7b7eabe	0xa7b7eabe	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eabe asm("DAT_a7b7eabe");		data.s
DAT_a7b7eabf	0xa7b7eabf	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eabf asm("DAT_a7b7eabf");		data.s
DAT_a7b7eac0	0xa7b7eac0	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eac0 asm("DAT_a7b7eac0");		data.s
DAT_a7b7eac1	0xa7b7eac1	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eac1 asm("DAT_a7b7eac1");		data.s
DAT_a7b7eac2	0xa7b7eac2	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eac2 asm("DAT_a7b7eac2");		data.s
DAT_a7b7eac3	0xa7b7eac3	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eac3 asm("DAT_a7b7eac3");		data.s
DAT_a7b7eac4	0xa7b7eac4	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eac4 asm("DAT_a7b7eac4");		data.s
DAT_a7b7eac5	0xa7b7eac5	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eac5 asm("DAT_a7b7eac5");		data.s
DAT_a7b7eac6	0xa7b7eac6	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eac6 asm("DAT_a7b7eac6");		data.s
DAT_a7b7eac7	0xa7b7eac7	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eac7 asm("DAT_a7b7eac7");		data.s
DAT_a7b7eac8	0xa7b7eac8	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eac8 asm("DAT_a7b7eac8");		data.s
DAT_a7b7eac9	0xa7b7eac9	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eac9 asm("DAT_a7b7eac9");		data.s
DAT_a7b7eaca	0xa7b7eaca	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eaca asm("DAT_a7b7eaca");		data.s
DAT_a7b7eacb	0xa7b7eacb	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eacb asm("DAT_a7b7eacb");		data.s
DAT_a7b7eacc	0xa7b7eacc	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eacc asm("DAT_a7b7eacc");		data.s
DAT_a7b7eacd	0xa7b7eacd	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eacd asm("DAT_a7b7eacd");		data.s
DAT_a7b7eace	0xa7b7eace	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eace asm("DAT_a7b7eace");		data.s
DAT_a7b7eacf	0xa7b7eacf	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eacf asm("DAT_a7b7eacf");		data.s
DAT_a7b7ead0	0xa7b7ead0	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7ead0 asm("DAT_a7b7ead0");		data.s
DAT_a7b7ead1	0xa7b7ead1	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7ead1 asm("DAT_a7b7ead1");		data.s
DAT_a7b7ead2	0xa7b7ead2	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7ead2 asm("DAT_a7b7ead2");		data.s
DAT_a7b7ead3	0xa7b7ead3	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7ead3 asm("DAT_a7b7ead3");		data.s
DAT_a7b7ead4	0xa7b7ead4	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7ead4 asm("DAT_a7b7ead4");		data.s
DAT_a7b7ead5	0xa7b7ead5	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7ead5 asm("DAT_a7b7ead5");		data.s
DAT_a7b7ead6	0xa7b7ead6	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7ead6 asm("DAT_a7b7ead6");		data.s
DAT_a7b7ead7	0xa7b7ead7	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7ead7 asm("DAT_a7b7ead7");		data.s
DAT_a7b7ead8	0xa7b7ead8	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7ead8 asm("DAT_a7b7ead8");		data.s
DAT_a7b7ead9	0xa7b7ead9	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7ead9 asm("DAT_a7b7ead9");		data.s
DAT_a7b7eada	0xa7b7eada	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eada asm("DAT_a7b7eada");		data.s
DAT_a7b7eadb	0xa7b7eadb	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eadb asm("DAT_a7b7eadb");		data.s
DAT_a7b7eadc	0xa7b7eadc	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eadc asm("DAT_a7b7eadc");		data.s
DAT_a7b7eadd	0xa7b7eadd	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eadd asm("DAT_a7b7eadd");		data.s
DAT_a7b7eade	0xa7b7eade	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eade asm("DAT_a7b7eade");		data.s
DAT_a7b7eadf	0xa7b7eadf	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eadf asm("DAT_a7b7eadf");		data.s
DAT_a7b7eae0	0xa7b7eae0	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eae0 asm("DAT_a7b7eae0");		data.s
DAT_a7b7eae1	0xa7b7eae1	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eae1 asm("DAT_a7b7eae1");		data.s
DAT_a7b7eae2	0xa7b7eae2	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eae2 asm("DAT_a7b7eae2");		data.s
DAT_a7b7eae3	0xa7b7eae3	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eae3 asm("DAT_a7b7eae3");		data.s
DAT_a7b7eae4	0xa7b7eae4	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eae4 asm("DAT_a7b7eae4");		data.s
DAT_a7b7eae5	0xa7b7eae5	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eae5 asm("DAT_a7b7eae5");		data.s
DAT_a7b7eae6	0xa7b7eae6	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eae6 asm("DAT_a7b7eae6");		data.s
DAT_a7b7eae7	0xa7b7eae7	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eae7 asm("DAT_a7b7eae7");		data.s
DAT_a7b7eae8	0xa7b7eae8	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eae8 asm("DAT_a7b7eae8");		data.s
DAT_a7b7eae9	0xa7b7eae9	__DATA,__bss	undefined1	1	extern unsigned char DAT_a7b7eae9 asm("DAT_a7b7eae9");		data.s
_marker_0	0xa7b7eaec	__DATA,__bss	undefined4	4			data.s
_unseen_objects	0xa7b7eaf0	__DATA,__bss	undefined4	4			data.s
_seen_objects	0xa7b7eaf4	__DATA,__bss	undefined4	4			data.s
