00008d10	1168	method	DONE	IOATIR500GLContext::read_buffer	__ZN18IOATIR500GLContext11read_bufferEP26sIOGLContextReadBufferDatam
000091d8	16	stub	n/a	FUN_000091d8	
000091e8	16	stub	n/a	FUN_000091e8	
000091f8	16	stub	n/a	IOATIR500Surface::alloc_surfaces_retry	
00009208	16	stub	n/a	FUN_00009208	
00009218	16	stub	n/a	FUN_00009218	
00009230	180	method	DONE	IOATIR500GLContext::scale_surface	__ZN18IOATIR500GLContext13scale_surfaceEmmm
000092ec	16	stub	n/a	FUN_000092ec	
000092fc	16	stub	n/a	IOATIR500Surface::set_scaling	
0000930c	16	stub	n/a	FUN_0000930c	
00009320	428	method	DONE	IOATIR500GLContext::new_texture	__ZN18IOATIR500GLContext11new_textureEP19sIOGLNewTextureDataP25sIOGLNewTextureReturnDatamPm
00009504	16	stub	n/a	FUN_00009504	
00009514	16	stub	n/a	IOATIR500Shared::new_global_texture	
00009524	16	stub	n/a	IOATIR500Shared::new_surface_texture	
00009534	16	stub	n/a	IOATIR500Shared::new_agpref_texture	
00009544	16	stub	n/a	IOATIR500Shared::new_texture	
00009554	16	stub	n/a	FUN_00009554	
00009570	152	method	DONE	IOATIR500GLContext::delete_texture	__ZN18IOATIR500GLContext14delete_textureEm
0000960c	16	stub	n/a	FUN_0000960c	
0000961c	16	stub	n/a	IOATIR500Shared::delete_texture	
0000962c	16	stub	n/a	FUN_0000962c	
00009640	208	method	DONE	IOATIR500GLContext::become_global_shared	__ZN18IOATIR500GLContext20become_global_sharedEm
00009718	16	stub	n/a	FUN_00009718	
00009728	16	stub	n/a	FUN_00009728	
00009740	224	method	SIG?	IOATIR500GLContext::page_off_texture	__ZN18IOATIR500GLContext16page_off_textureEmmjj
00009820	16	stub	n/a	FUN_00009820	
00009830	16	stub	n/a	FUN_00009830	
00009840	320	method	DONE	IOATIR500GLContext::purge_texture	__ZN18IOATIR500GLContext13purge_textureEm
00009980	16	stub	n/a	FUN_00009980	
00009990	16	stub	n/a	FUN_00009990	
000099a0	96	method	DONE	IOATIR500GLContext::set_stereo	__ZN18IOATIR500GLContext10set_stereoEmm
00009a00	16	stub	n/a	FUN_00009a00	
00009a10	16	stub	n/a	IOATIR500Accelerator::setup_stereo	
00009a20	16	stub	n/a	FUN_00009a20	
00009a30	1724	method	SIG?	IOATIR500GLContext::get_data_buffer	__ZN18IOATIR500GLContext15get_data_bufferEPjPm
0000a10c	16	stub	n/a	IOATIR500Accelerator::freeOneDataBuffer	
0000a11c	16	stub	n/a	IOATIR500Accelerator::allocDataBufferBacking	
0000a12c	16	stub	n/a	FUN_0000a12c	
0000a13c	16	stub	n/a	IOATIR500Accelerator::allocOneDataBuffer	
0000a14c	16	stub	n/a	FUN_0000a14c	
