00024670	1884	MISSING	ATIRadeonX1000::SWDSInit()
00024e40	376	MISSING	ATIRadeonX1000::display_mode_did_change()
00025080	268	MISSING	ATIRadeonX1000::waitForRetiredTimeStamp(unsigned long)
00025360	304	MISSING	ATIRadeonX1000::waitForTimeStampNoLock(unsigned long)
00025660	304	MISSING	ATIRadeonX1000::sleepForConsumedIDCTTimeStamp(unsigned long)
000257e0	304	MISSING	ATIRadeonX1000::sleepForRetiredTimeStamp(unsigned long)
00025ae0	304	MISSING	ATIRadeonX1000::sleepForTimeStampNoLock(unsigned long)
00025c60	368	MISSING	ATIRadeonX1000::start_xdct_engine()
00025df0	236	MISSING	ATIRadeonX1000::stop_xdct_engine()
00025f00	640	MISSING	ATIRadeonX1000::display_mode_will_change(long)
00026250	1620	MISSING	ATIRadeonX1000::stop(IOService*)
00026fd0	48	MISSING	ATIR500GLContext::set_texture_flags(VendorTextureBuffer*)
00027000	152	MISSING	ATIR500GLContext::clientMemoryForType(unsigned long, unsigned long*, IOMemoryDescriptor**)
000270a0	324	MISSING	ATIR500GLContext::setCompatibleSurfaceMode(long*, eIOGLContextModeBits, long)
00027fd0	196	MISSING	ATIR500GLContext::update_surface()
00031990	64	MISSING	ATIR5002DContext::getTargetAndMethodForIndex(IOService**, unsigned long)
000319d0	308	MISSING	ATIR5002DContext::get_buffer_info(IOATIR500Surface*, unsigned long, void*, unsigned long*)
00031b10	68	MISSING	ATIR5002DContext::set_destination(void*, unsigned long*)
00031b60	4	MISSING	ATIR5002DContext::load_image(VendorTextureBuffer*)
00031d10	20	MISSING	ATIR5002DContext::invalidate()
00031e90	1780	MISSING	ATIR5002DContext::submit_context_buffer()
00033510	168	MISSING	ATIR5002DContext::start(IOService*)
000335e0	88	MISSING	ATIR5002DContext::stop(IOService*)
00033bf0	64	MISSING	ATIR500DVDContext::getTargetAndMethodForIndex(IOService**, unsigned long)
00033c30	916	MISSING	ATIR500DVDContext::discard_command_buffer()
00034020	56	MISSING	ATIR500DVDContext::build_scissor()
00034060	44	MISSING	ATIR500DVDContext::update_surface()
000340a0	88	MISSING	ATIR500DVDContext::finish()
00034100	20	MISSING	ATIR500DVDContext::invalidate()
00034440	1000	MISSING	ATIR500DVDContext::submit_context_buffer()
00034860	508	MISSING	ATIR500DVDContext::start(IOService*)
00034ac0	196	MISSING	ATIR500DVDContext::stop(IOService*)
00034bd0	144	SIG?	ATIR500DVDContext::show_buffer(int, int)
00034c90	144	SIG?	ATIR500DVDContext::dvd_enable_deint(int)
00034d50	208	SIG?	ATIR500DVDContext::dvd_setup_overlay(int, int, int, int, int)
00034e50	176	SIG?	ATIR500DVDContext::dvd_setup_subpicture(int, int, int, int)
00034f30	160	SIG?	ATIR500DVDContext::dvd_enable_overlay(int)
00035010	208	SIG?	ATIR500DVDContext::set_macrovision(unsigned long, unsigned long)
000352a0	612	MISSING	ATIR500DVDContext::clientMemoryForType(unsigned long, unsigned long*, IOMemoryDescriptor**)
00035540	560	SIG?	ATIR500DVDContext::doIDCT(sATIDVDIDCTInfo*, unsigned long)
000391f0	4	MISSING	ATIR500Surface::setup_overlay_reg(OverlaySurfaceInfo*, OverlayBandwidthInfo*, OverlayRegisters*)
00039200	376	MISSING	ATIR500Surface::filter_init(float, float, unsigned long, unsigned long, unsigned long, unsigned long*, float*)
000393a0	756	MISSING	ATIR500Surface::real_to_hex(unsigned long, float)
000396b0	528	MISSING	ATIR500Surface::set_linear_transform(int, OverlayPictureControl*, OverlayRegisters*)
000398d0	4	MISSING	ATIR500Surface::set_gamma_coefficient(OverlayRegisters*)
000398e0	4	MISSING	ATIR500Surface::get_surface_info(unsigned long, OverlaySurfaceInfo*, OverlayBandwidthInfo*)
000398f0	444	MISSING	ATIR500Surface::filter_setup(unsigned long, OverlayRegisters*)
00039ab0	1076	MISSING	ATIR500Surface::calc_h_inc_step_by(int, float, int, int, int, unsigned long*, unsigned long*, unsigned long*, unsigned long*, unsigned long*, unsigned long*, unsigned long*, unsigned long*, unsigned long*)
00039f20	4	MISSING	ATIR500Surface::query_BIOS_for_bandwidth_info(OverlayBandwidthInfo*)
00039f30	1184	MISSING	ATIR500Surface::get_surf_desc_regs(OverlaySurfaceInfo*, unsigned long*)
0003a410	568	MISSING	ATIR500Surface::calc_h_scaler_blank(OverlaySurfaceInfo*, OverlayBandwidthInfo*, unsigned long, unsigned long, float, float, unsigned long*, unsigned long*, unsigned long*)
0003a6a0	4	MISSING	ATIR500Surface::blast_key_color(IOAccelBounds*, unsigned long)
0003a6b0	4	MISSING	ATIR500Surface::debug_read_reg_dump()
0003a6c0	4	MISSING	ATIR500Surface::debug_reg_dump(OverlayRegisters*)
0003a6d0	4	SIG?	ATIR500Surface::showbuffer(int, int)
0003a6e0	28	SIG?	ATIR500Surface::dvd_setup_overlay(int, int, int, int)
0003a700	4	SIG?	ATIR500Surface::dvd_setup_subpicture(int, int, int, int)
0003a710	128	MISSING	ATIR500Surface::bad_panel()
0003a790	4	MISSING	ATIR500Surface::move_overlay_xy()
0003a800	8	SIG?	ATIR500Surface::enable_deint(int)
0003ad00	264	MISSING	get_offset_of_sample_0(ATIR500SurfaceBuffer*, int, int)
0003b310	1804	MISSING	ATIR500Surface::submit_swap_buffer(unsigned long, eDoSwap, IOATIR500GLContext*)
0003ba80	1308	MISSING	ATIR500Surface::submit_swap_buffer(unsigned long, unsigned long)
0003d150	172	MISSING	ATIR500Surface::buffer_map_offset(ATIR500SurfaceBuffer*, unsigned long, unsigned long, long*, long*, long*)
0003d200	476	MISSING	ATIR500Surface::setupFullScreen()
0003eec0	8704	MISSING	ATIR500Surface::build_swap()
00041150	6360	MISSING	write_3dtexquad_cmds_for_copy_buffer_using_DMA(ATIRadeonX1000*, unsigned long*, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned char, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned char, long, long, long, long, unsigned long, unsigned long, bool)
00042a80	2052	MISSING	ATIR500Surface::copy_buffer_using_DMA(long, long, long, long, unsigned long, unsigned long, ATIR500SurfaceBuffer*, VendorTransferBuffer*, unsigned long, unsigned long, IODirection, unsigned long)
00043340	972	MISSING	ATIR500Surface::copy_to_buffer(long, long, long, long, unsigned long, unsigned long, ATIR500SurfaceBuffer*, unsigned long, VendorTransferBuffer*, unsigned long, unsigned long, unsigned long)
00043730	1776	MISSING	ATIR500Surface::copy_from_buffer(long, long, long, long, unsigned long, unsigned long, ATIR500SurfaceBuffer*, unsigned long, VendorTransferBuffer*, unsigned long, unsigned long, unsigned long)
00043e60	2496	SIG?	ATIR500Surface::resolve_fsaa_buffer(unsigned long, unsigned long, unsigned long*, bool, long, long, long, long)
00044880	1260	SIG?	ATIR500Surface::back_resolve_fsaa_buffer(unsigned long, unsigned long, unsigned long*)
00044d90	876	MISSING	HZMEM_InitMemResource(_HZDATA*, unsigned long, unsigned long, unsigned long)
00045160	136	MISSING	HZMEM_InitAllocationTable(_HZDATA*)
00045200	76	MISSING	HZMEM_Init(_HZDATA*, unsigned long, unsigned long, unsigned long)
00045280	164	MISSING	HZMEM_Destroy(_HZDATA*)
