name	address	section	ghidra_type	len	c_declaration	value	defined_in
MACH_HEADER	0x0	?	mach_header	28	extern MACH_HEADER_t MACH_HEADER asm("__mh_bundle_header");		linker symbol __mh_bundle_header
s__001a4134	0x1a4134	__TEXT,__cstring	TerminatedCString	1	extern unsigned char *s__001a4134 asm("s__001a4134");	0x00000000	data.s
s_C_001a4428	0x1a4428	__TEXT,__cstring	TerminatedCString	2	extern unsigned char *s_C_001a4428 asm("s_C_001a4428");	0x43000000	data.s
s_1_001a442c	0x1a442c	__TEXT,__cstring	TerminatedCString	2	extern unsigned char *s_1_001a442c asm("s_1_001a442c");	0x31000000	data.s
s__SAT_001a4430	0x1a4430	__TEXT,__cstring	TerminatedCString	5	extern unsigned char *s__SAT_001a4430 asm("s__SAT_001a4430");	0x5f534154	data.s
s_R_001a4438	0x1a4438	__TEXT,__cstring	TerminatedCString	2	extern unsigned char *s_R_001a4438 asm("s_R_001a4438");	0x52000000	data.s
s_H_001a443c	0x1a443c	__TEXT,__cstring	TerminatedCString	2	extern unsigned char *s_H_001a443c asm("s_H_001a443c");	0x48000000	data.s
s_X_001a4440	0x1a4440	__TEXT,__cstring	TerminatedCString	2	extern unsigned char *s_X_001a4440 asm("s_X_001a4440");	0x58000000	data.s
s___001a4444	0x1a4444	__TEXT,__cstring	TerminatedCString	2	extern unsigned char *s___001a4444 asm("s___001a4444");	0x3a000000	data.s
s_F_001a4448	0x1a4448	__TEXT,__cstring	TerminatedCString	2	extern unsigned char *s_F_001a4448 asm("s_F_001a4448");	0x46000000	data.s
s_I_001a444c	0x1a444c	__TEXT,__cstring	TerminatedCString	2	extern unsigned char *s_I_001a444c asm("s_I_001a444c");	0x49000000	data.s
s_B_001a4450	0x1a4450	__TEXT,__cstring	TerminatedCString	2	extern unsigned char *s_B_001a4450 asm("s_B_001a4450");	0x42000000	data.s
s_32_001a4454	0x1a4454	__TEXT,__cstring	TerminatedCString	3	extern unsigned char *s_32_001a4454 asm("s_32_001a4454");	0x33320000	data.s
s_16_001a4458	0x1a4458	__TEXT,__cstring	TerminatedCString	3	extern unsigned char *s_16_001a4458 asm("s_16_001a4458");	0x31360000	data.s
s_12_001a445c	0x1a445c	__TEXT,__cstring	TerminatedCString	3	extern unsigned char *s_12_001a445c asm("s_12_001a445c");	0x31320000	data.s
s_tmp_001a4460	0x1a4460	__TEXT,__cstring	TerminatedCString	4	extern unsigned char *s_tmp_001a4460 asm("s_tmp_001a4460");	0x746d7000	data.s
s___001a4464	0x1a4464	__TEXT,__cstring	TerminatedCString	2	extern unsigned char *s___001a4464 asm("s___001a4464");	0x5b000000	data.s
s___001a4468	0x1a4468	__TEXT,__cstring	TerminatedCString	2	extern unsigned char *s___001a4468 asm("s___001a4468");	0x5d000000	data.s
s_res_001a446c	0x1a446c	__TEXT,__cstring	TerminatedCString	4	extern unsigned char *s_res_001a446c asm("s_res_001a446c");	0x72657300	data.s
s__adr_001a4470	0x1a4470	__TEXT,__cstring	TerminatedCString	5	extern unsigned char *s__adr_001a4470 asm("s__adr_001a4470");	0x5b616472	data.s
s__x_001a4478	0x1a4478	__TEXT,__cstring	TerminatedCString	3	extern unsigned char *s__x_001a4478 asm("s__x_001a4478");	0x2e780000	data.s
s__y_001a447c	0x1a447c	__TEXT,__cstring	TerminatedCString	3	extern unsigned char *s__y_001a447c asm("s__y_001a447c");	0x2e790000	data.s
s__z_001a4480	0x1a4480	__TEXT,__cstring	TerminatedCString	3	extern unsigned char *s__z_001a4480 asm("s__z_001a4480");	0x2e7a0000	data.s
s__w_001a4484	0x1a4484	__TEXT,__cstring	TerminatedCString	3	extern unsigned char *s__w_001a4484 asm("s__w_001a4484");	0x2e770000	data.s
s___001a4488	0x1a4488	__TEXT,__cstring	TerminatedCString	2	extern unsigned char *s___001a4488 asm("s___001a4488");	0x2b000000	data.s
s___001a448c	0x1a448c	__TEXT,__cstring	TerminatedCString	2	extern unsigned char *s___001a448c asm("s___001a448c");	0x2e000000	data.s
s_x_001a4490	0x1a4490	__TEXT,__cstring	TerminatedCString	2	extern unsigned char *s_x_001a4490 asm("s_x_001a4490");	0x78000000	data.s
s_y_001a4494	0x1a4494	__TEXT,__cstring	TerminatedCString	2	extern unsigned char *s_y_001a4494 asm("s_y_001a4494");	0x79000000	data.s
s_z_001a4498	0x1a4498	__TEXT,__cstring	TerminatedCString	2	extern unsigned char *s_z_001a4498 asm("s_z_001a4498");	0x7a000000	data.s
s_w_001a449c	0x1a449c	__TEXT,__cstring	TerminatedCString	2	extern unsigned char *s_w_001a449c asm("s_w_001a449c");	0x77000000	data.s
s__TR_001a44a0	0x1a44a0	__TEXT,__cstring	TerminatedCString	5	extern unsigned char *s__TR_001a44a0 asm("s__TR_001a44a0");	0x20285452	data.s
s__EQ_001a44a8	0x1a44a8	__TEXT,__cstring	TerminatedCString	5	extern unsigned char *s__EQ_001a44a8 asm("s__EQ_001a44a8");	0x20284551	data.s
s__GE_001a44b0	0x1a44b0	__TEXT,__cstring	TerminatedCString	5	extern unsigned char *s__GE_001a44b0 asm("s__GE_001a44b0");	0x20284745	data.s
s__GT_001a44b8	0x1a44b8	__TEXT,__cstring	TerminatedCString	5	extern unsigned char *s__GT_001a44b8 asm("s__GT_001a44b8");	0x20284754	data.s
s__LE_001a44c0	0x1a44c0	__TEXT,__cstring	TerminatedCString	5	extern unsigned char *s__LE_001a44c0 asm("s__LE_001a44c0");	0x20284c45	data.s
s__LT_001a44c8	0x1a44c8	__TEXT,__cstring	TerminatedCString	5	extern unsigned char *s__LT_001a44c8 asm("s__LT_001a44c8");	0x20284c54	data.s
s__NE_001a44d0	0x1a44d0	__TEXT,__cstring	TerminatedCString	5	extern unsigned char *s__NE_001a44d0 asm("s__NE_001a44d0");	0x20284e45	data.s
s__FL_001a44d8	0x1a44d8	__TEXT,__cstring	TerminatedCString	5	extern unsigned char *s__FL_001a44d8 asm("s__FL_001a44d8");	0x2028464c	data.s
s___001a44e0	0x1a44e0	__TEXT,__cstring	TerminatedCString	2	extern unsigned char *s___001a44e0 asm("s___001a44e0");	0x2d000000	data.s
s___001a44e4	0x1a44e4	__TEXT,__cstring	TerminatedCString	2	extern unsigned char *s___001a44e4 asm("s___001a44e4");	0x7c000000	data.s
s_att_001a44e8	0x1a44e8	__TEXT,__cstring	TerminatedCString	4	extern unsigned char *s_att_001a44e8 asm("s_att_001a44e8");	0x61747400	data.s
s_prm_001a44ec	0x1a44ec	__TEXT,__cstring	TerminatedCString	4	extern unsigned char *s_prm_001a44ec asm("s_prm_001a44ec");	0x70726d00	data.s
s_adr_001a44f0	0x1a44f0	__TEXT,__cstring	TerminatedCString	4	extern unsigned char *s_adr_001a44f0 asm("s_adr_001a44f0");	0x61647200	data.s
s___001a44f4	0x1a44f4	__TEXT,__cstring	TerminatedCString	3	extern unsigned char *s___001a44f4 asm("s___001a44f4");	0x2c200000	data.s
s___001a44f8	0x1a44f8	__TEXT,__cstring	TerminatedCString	2	extern unsigned char *s___001a44f8 asm("s___001a44f8");	0x2c000000	data.s
s__x_001a44fc	0x1a44fc	__TEXT,__cstring	TerminatedCString	3	extern unsigned char *s__x_001a44fc asm("s__x_001a44fc");	0x2d780000	data.s
s__y_001a4500	0x1a4500	__TEXT,__cstring	TerminatedCString	3	extern unsigned char *s__y_001a4500 asm("s__y_001a4500");	0x2d790000	data.s
s__z_001a4504	0x1a4504	__TEXT,__cstring	TerminatedCString	3	extern unsigned char *s__z_001a4504 asm("s__z_001a4504");	0x2d7a0000	data.s
s__w_001a4508	0x1a4508	__TEXT,__cstring	TerminatedCString	3	extern unsigned char *s__w_001a4508 asm("s__w_001a4508");	0x2d770000	data.s
s_0_001a450c	0x1a450c	__TEXT,__cstring	TerminatedCString	2	extern unsigned char *s_0_001a450c asm("s_0_001a450c");	0x30000000	data.s
s__1_001a4510	0x1a4510	__TEXT,__cstring	TerminatedCString	3	extern unsigned char *s__1_001a4510 asm("s__1_001a4510");	0x2d310000	data.s
s_texture__001a4514	0x1a4514	__TEXT,__cstring	TerminatedCString	9	extern unsigned char *s_texture__001a4514 asm("s_texture__001a4514");	0x74657874	data.s
s____001a4520	0x1a4520	__TEXT,__cstring	TerminatedCString	4	extern unsigned char *s____001a4520 asm("s____001a4520");	0x5d2c2000	data.s
s_1D_001a4524	0x1a4524	__TEXT,__cstring	TerminatedCString	3	extern unsigned char *s_1D_001a4524 asm("s_1D_001a4524");	0x31440000	data.s
s_2D_001a4528	0x1a4528	__TEXT,__cstring	TerminatedCString	3	extern unsigned char *s_2D_001a4528 asm("s_2D_001a4528");	0x32440000	data.s
s_3D_001a452c	0x1a452c	__TEXT,__cstring	TerminatedCString	3	extern unsigned char *s_3D_001a452c asm("s_3D_001a452c");	0x33440000	data.s
s_CUBE_001a4530	0x1a4530	__TEXT,__cstring	TerminatedCString	5	extern unsigned char *s_CUBE_001a4530 asm("s_CUBE_001a4530");	0x43554245	data.s
s_RECT_001a4538	0x1a4538	__TEXT,__cstring	TerminatedCString	5	extern unsigned char *s_RECT_001a4538 asm("s_RECT_001a4538");	0x52454354	data.s
s_SHADOWRECT_001a4540	0x1a4540	__TEXT,__cstring	TerminatedCString	11	extern unsigned char *s_SHADOWRECT_001a4540 asm("s_SHADOWRECT_001a4540");	0x53484144	data.s
s_SHADOW2D_001a454c	0x1a454c	__TEXT,__cstring	TerminatedCString	9	extern unsigned char *s_SHADOW2D_001a454c asm("s_SHADOW2D_001a454c");	0x53484144	data.s
s_SHADOW1D_001a4558	0x1a4558	__TEXT,__cstring	TerminatedCString	9	extern unsigned char *s_SHADOW1D_001a4558 asm("s_SHADOW1D_001a4558");	0x53484144	data.s
s___ARBvp1_0_001a4564	0x1a4564	__TEXT,__cstring	TerminatedCString	12	extern unsigned char *s___ARBvp1_0_001a4564 asm("s___ARBvp1_0_001a4564");	0x21214152	data.s
s___ARBvertexshader_001a4570	0x1a4570	__TEXT,__cstring	TerminatedCString	19	extern unsigned char *s___ARBvertexshader_001a4570 asm("s___ARBvertexshader_001a4570");	0x21214152	data.s
s___ARBfp1_0_001a4584	0x1a4584	__TEXT,__cstring	TerminatedCString	12	extern unsigned char *s___ARBfp1_0_001a4584 asm("s___ARBfp1_0_001a4584");	0x21214152	data.s
s___ARBfragmentshader_001a4590	0x1a4590	__TEXT,__cstring	TerminatedCString	21	extern unsigned char *s___ARBfragmentshader_001a4590 asm("s___ARBfragmentshader_001a4590");	0x21214152	data.s
s_Unkown_Target__error__001a45a8	0x1a45a8	__TEXT,__cstring	TerminatedCString	23	extern unsigned char *s_Unkown_Target__error__001a45a8 asm("s_Unkown_Target__error__001a45a8");	0x556e6b6f	data.s
s__001a45c0	0x1a45c0	__TEXT,__cstring	TerminatedCString	2	extern unsigned char *s__001a45c0 asm("s__001a45c0");	0x0a000000	data.s
s_OPTION_001a45c4	0x1a45c4	__TEXT,__cstring	TerminatedCString	8	extern unsigned char *s_OPTION_001a45c4 asm("s_OPTION_001a45c4");	0x4f505449	data.s
s_ARB_position_invariant_001a45cc	0x1a45cc	__TEXT,__cstring	TerminatedCString	23	extern unsigned char *s_ARB_position_invariant_001a45cc asm("s_ARB_position_invariant_001a45cc");	0x4152425f	data.s
s_ARB_fog_exp_001a45e4	0x1a45e4	__TEXT,__cstring	TerminatedCString	12	extern unsigned char *s_ARB_fog_exp_001a45e4 asm("s_ARB_fog_exp_001a45e4");	0x4152425f	data.s
s_ARB_fog_exp2_001a45f0	0x1a45f0	__TEXT,__cstring	TerminatedCString	13	extern unsigned char *s_ARB_fog_exp2_001a45f0 asm("s_ARB_fog_exp2_001a45f0");	0x4152425f	data.s
s_ARB_fog_linear_001a4600	0x1a4600	__TEXT,__cstring	TerminatedCString	15	extern unsigned char *s_ARB_fog_linear_001a4600 asm("s_ARB_fog_linear_001a4600");	0x4152425f	data.s
s_ARB_precision_hint_fastest_001a4610	0x1a4610	__TEXT,__cstring	TerminatedCString	27	extern unsigned char *s_ARB_precision_hint_fastest_001a4610 asm("s_ARB_precision_hint_fastest_001a4610");	0x4152425f	data.s
s_ARB_precision_hint_nicest_001a462c	0x1a462c	__TEXT,__cstring	TerminatedCString	26	extern unsigned char *s_ARB_precision_hint_nicest_001a462c asm("s_ARB_precision_hint_nicest_001a462c");	0x4152425f	data.s
s_APPLE_no_runtime_compile_001a4648	0x1a4648	__TEXT,__cstring	TerminatedCString	25	extern unsigned char *s_APPLE_no_runtime_compile_001a4648 asm("s_APPLE_no_runtime_compile_001a4648");	0x4150504c	data.s
s_APPLE_no_altivec_001a4664	0x1a4664	__TEXT,__cstring	TerminatedCString	17	extern unsigned char *s_APPLE_no_altivec_001a4664 asm("s_APPLE_no_altivec_001a4664");	0x4150504c	data.s
s_NV_fragment_program_001a4678	0x1a4678	__TEXT,__cstring	TerminatedCString	20	extern unsigned char *s_NV_fragment_program_001a4678 asm("s_NV_fragment_program_001a4678");	0x4e565f66	data.s
s_NV_fragment_program2_001a468c	0x1a468c	__TEXT,__cstring	TerminatedCString	21	extern unsigned char *s_NV_fragment_program2_001a468c asm("s_NV_fragment_program2_001a468c");	0x4e565f66	data.s
s_ARB_fragment_program_shadow_001a46a4	0x1a46a4	__TEXT,__cstring	TerminatedCString	28	extern unsigned char *s_ARB_fragment_program_shadow_001a46a4 asm("s_ARB_fragment_program_shadow_001a46a4");	0x4152425f	data.s
s_NV_vertex_program2_001a46c0	0x1a46c0	__TEXT,__cstring	TerminatedCString	19	extern unsigned char *s_NV_vertex_program2_001a46c0 asm("s_NV_vertex_program2_001a46c0");	0x4e565f76	data.s
s_NV_vertex_program3_001a46d4	0x1a46d4	__TEXT,__cstring	TerminatedCString	19	extern unsigned char *s_NV_vertex_program3_001a46d4 asm("s_NV_vertex_program3_001a46d4");	0x4e565f76	data.s
s_ARB_draw_buffers_001a46e8	0x1a46e8	__TEXT,__cstring	TerminatedCString	17	extern unsigned char *s_ARB_draw_buffers_001a46e8 asm("s_ARB_draw_buffers_001a46e8");	0x4152425f	data.s
s___001a46fc	0x1a46fc	__TEXT,__cstring	TerminatedCString	3	extern unsigned char *s___001a46fc asm("s___001a46fc");	0x3b0a0000	data.s
s_ADDRESS_adr0_001a4700	0x1a4700	__TEXT,__cstring	TerminatedCString	13	extern unsigned char *s_ADDRESS_adr0_001a4700 asm("s_ADDRESS_adr0_001a4700");	0x41444452	data.s
s___adr_001a4710	0x1a4710	__TEXT,__cstring	TerminatedCString	6	extern unsigned char *s___adr_001a4710 asm("s___adr_001a4710");	0x2c206164	data.s
s_TEMP_001a4718	0x1a4718	__TEXT,__cstring	TerminatedCString	6	extern unsigned char *s_TEMP_001a4718 asm("s_TEMP_001a4718");	0x54454d50	data.s
s_LONG_TEMP_001a4720	0x1a4720	__TEXT,__cstring	TerminatedCString	11	extern unsigned char *s_LONG_TEMP_001a4720 asm("s_LONG_TEMP_001a4720");	0x4c4f4e47	data.s
s_SHORT_TEMP_001a472c	0x1a472c	__TEXT,__cstring	TerminatedCString	12	extern unsigned char *s_SHORT_TEMP_001a472c asm("s_SHORT_TEMP_001a472c");	0x53484f52	data.s
s_ATTRIB_att_001a4738	0x1a4738	__TEXT,__cstring	TerminatedCString	11	extern unsigned char *s_ATTRIB_att_001a4738 asm("s_ATTRIB_att_001a4738");	0x41545452	data.s
s___vertex__001a4744	0x1a4744	__TEXT,__cstring	TerminatedCString	11	extern unsigned char *s___vertex__001a4744 asm("s___vertex__001a4744");	0x203d2076	data.s
s___fragment__001a4750	0x1a4750	__TEXT,__cstring	TerminatedCString	13	extern unsigned char *s___fragment__001a4750 asm("s___fragment__001a4750");	0x203d2066	data.s
s_position_001a4760	0x1a4760	__TEXT,__cstring	TerminatedCString	9	extern unsigned char *s_position_001a4760 asm("s_position_001a4760");	0x706f7369	data.s
s_color_primary_001a476c	0x1a476c	__TEXT,__cstring	TerminatedCString	14	extern unsigned char *s_color_primary_001a476c asm("s_color_primary_001a476c");	0x636f6c6f	data.s
s_color_secondary_001a477c	0x1a477c	__TEXT,__cstring	TerminatedCString	16	extern unsigned char *s_color_secondary_001a477c asm("s_color_secondary_001a477c");	0x636f6c6f	data.s
s_normal_001a478c	0x1a478c	__TEXT,__cstring	TerminatedCString	7	extern unsigned char *s_normal_001a478c asm("s_normal_001a478c");	0x6e6f726d	data.s
s_fogcoord_001a4794	0x1a4794	__TEXT,__cstring	TerminatedCString	9	extern unsigned char *s_fogcoord_001a4794 asm("s_fogcoord_001a4794");	0x666f6763	data.s
s_frontfacing_001a47a0	0x1a47a0	__TEXT,__cstring	TerminatedCString	12	extern unsigned char *s_frontfacing_001a47a0 asm("s_frontfacing_001a47a0");	0x66726f6e	data.s
s_texcoord__001a47ac	0x1a47ac	__TEXT,__cstring	TerminatedCString	10	extern unsigned char *s_texcoord__001a47ac asm("s_texcoord__001a47ac");	0x74657863	data.s
s_weight__001a47b8	0x1a47b8	__TEXT,__cstring	TerminatedCString	8	extern unsigned char *s_weight__001a47b8 asm("s_weight__001a47b8");	0x77656967	data.s
s_matrixindex__001a47c0	0x1a47c0	__TEXT,__cstring	TerminatedCString	13	extern unsigned char *s_matrixindex__001a47c0 asm("s_matrixindex__001a47c0");	0x6d617472	data.s
s_attrib__001a47d0	0x1a47d0	__TEXT,__cstring	TerminatedCString	8	extern unsigned char *s_attrib__001a47d0 asm("s_attrib__001a47d0");	0x61747472	data.s
s_material__001a47d8	0x1a47d8	__TEXT,__cstring	TerminatedCString	10	extern unsigned char *s_material__001a47d8 asm("s_material__001a47d8");	0x6d617465	data.s
s_front__001a47e4	0x1a47e4	__TEXT,__cstring	TerminatedCString	7	extern unsigned char *s_front__001a47e4 asm("s_front__001a47e4");	0x66726f6e	data.s
s_back__001a47ec	0x1a47ec	__TEXT,__cstring	TerminatedCString	6	extern unsigned char *s_back__001a47ec asm("s_back__001a47ec");	0x6261636b	data.s
s_ambient_001a47f4	0x1a47f4	__TEXT,__cstring	TerminatedCString	8	extern unsigned char *s_ambient_001a47f4 asm("s_ambient_001a47f4");	0x616d6269	data.s
s_diffuse_001a47fc	0x1a47fc	__TEXT,__cstring	TerminatedCString	8	extern unsigned char *s_diffuse_001a47fc asm("s_diffuse_001a47fc");	0x64696666	data.s
s_specular_001a4804	0x1a4804	__TEXT,__cstring	TerminatedCString	9	extern unsigned char *s_specular_001a4804 asm("s_specular_001a4804");	0x73706563	data.s
s_emission_001a4810	0x1a4810	__TEXT,__cstring	TerminatedCString	9	extern unsigned char *s_emission_001a4810 asm("s_emission_001a4810");	0x656d6973	data.s
s_shininess_001a481c	0x1a481c	__TEXT,__cstring	TerminatedCString	10	extern unsigned char *s_shininess_001a481c asm("s_shininess_001a481c");	0x7368696e	data.s
s_PARAM_prm_001a4828	0x1a4828	__TEXT,__cstring	TerminatedCString	10	extern unsigned char *s_PARAM_prm_001a4828 asm("s_PARAM_prm_001a4828");	0x50415241	data.s
s___001a4834	0x1a4834	__TEXT,__cstring	TerminatedCString	4	extern unsigned char *s___001a4834 asm("s___001a4834");	0x203d2000	data.s
s_____001a4838	0x1a4838	__TEXT,__cstring	TerminatedCString	10	extern unsigned char *s_____001a4838 asm("s_____001a4838");	0x203d207b	data.s
s__001a4844	0x1a4844	__TEXT,__cstring	TerminatedCString	5	extern unsigned char *s__001a4844 asm("s__001a4844");	0x20202020	data.s
s_program__001a484c	0x1a484c	__TEXT,__cstring	TerminatedCString	9	extern unsigned char *s_program__001a484c asm("s_program__001a484c");	0x70726f67	data.s
s_state__001a4858	0x1a4858	__TEXT,__cstring	TerminatedCString	7	extern unsigned char *s_state__001a4858 asm("s_state__001a4858");	0x73746174	data.s
s_local__001a4860	0x1a4860	__TEXT,__cstring	TerminatedCString	7	extern unsigned char *s_local__001a4860 asm("s_local__001a4860");	0x6c6f6361	data.s
s_env__001a4868	0x1a4868	__TEXT,__cstring	TerminatedCString	5	extern unsigned char *s_env__001a4868 asm("s_env__001a4868");	0x656e765b	data.s
s_light__001a4870	0x1a4870	__TEXT,__cstring	TerminatedCString	7	extern unsigned char *s_light__001a4870 asm("s_light__001a4870");	0x6c696768	data.s
s____001a4878	0x1a4878	__TEXT,__cstring	TerminatedCString	3	extern unsigned char *s____001a4878 asm("s____001a4878");	0x5d2e0000	data.s
s_spot_direction_001a487c	0x1a487c	__TEXT,__cstring	TerminatedCString	15	extern unsigned char *s_spot_direction_001a487c asm("s_spot_direction_001a487c");	0x73706f74	data.s
s_attenuation_001a488c	0x1a488c	__TEXT,__cstring	TerminatedCString	12	extern unsigned char *s_attenuation_001a488c asm("s_attenuation_001a488c");	0x61747465	data.s
s_half_001a4898	0x1a4898	__TEXT,__cstring	TerminatedCString	5	extern unsigned char *s_half_001a4898 asm("s_half_001a4898");	0x68616c66	data.s
s_spotcutoff_001a48a0	0x1a48a0	__TEXT,__cstring	TerminatedCString	11	extern unsigned char *s_spotcutoff_001a48a0 asm("s_spotcutoff_001a48a0");	0x73706f74	data.s
s_lightprod__001a48ac	0x1a48ac	__TEXT,__cstring	TerminatedCString	11	extern unsigned char *s_lightprod__001a48ac asm("s_lightprod__001a48ac");	0x6c696768	data.s
s_lightmodel_ambient_001a48b8	0x1a48b8	__TEXT,__cstring	TerminatedCString	19	extern unsigned char *s_lightmodel_ambient_001a48b8 asm("s_lightmodel_ambient_001a48b8");	0x6c696768	data.s
s_lightmodel__001a48cc	0x1a48cc	__TEXT,__cstring	TerminatedCString	12	extern unsigned char *s_lightmodel__001a48cc asm("s_lightmodel__001a48cc");	0x6c696768	data.s
s_scenecolor_001a48d8	0x1a48d8	__TEXT,__cstring	TerminatedCString	11	extern unsigned char *s_scenecolor_001a48d8 asm("s_scenecolor_001a48d8");	0x7363656e	data.s
s_texgen__001a48e4	0x1a48e4	__TEXT,__cstring	TerminatedCString	8	extern unsigned char *s_texgen__001a48e4 asm("s_texgen__001a48e4");	0x74657867	data.s
s___eye__001a48ec	0x1a48ec	__TEXT,__cstring	TerminatedCString	7	extern unsigned char *s___eye__001a48ec asm("s___eye__001a48ec");	0x5d2e6579	data.s
s_s_001a48f4	0x1a48f4	__TEXT,__cstring	TerminatedCString	2	extern unsigned char *s_s_001a48f4 asm("s_s_001a48f4");	0x73000000	data.s
s_t_001a48f8	0x1a48f8	__TEXT,__cstring	TerminatedCString	2	extern unsigned char *s_t_001a48f8 asm("s_t_001a48f8");	0x74000000	data.s
s_r_001a48fc	0x1a48fc	__TEXT,__cstring	TerminatedCString	2	extern unsigned char *s_r_001a48fc asm("s_r_001a48fc");	0x72000000	data.s
s_q_001a4900	0x1a4900	__TEXT,__cstring	TerminatedCString	2	extern unsigned char *s_q_001a4900 asm("s_q_001a4900");	0x71000000	data.s
s___object__001a4904	0x1a4904	__TEXT,__cstring	TerminatedCString	10	extern unsigned char *s___object__001a4904 asm("s___object__001a4904");	0x5d2e6f62	data.s
s_texenv__001a4910	0x1a4910	__TEXT,__cstring	TerminatedCString	8	extern unsigned char *s_texenv__001a4910 asm("s_texenv__001a4910");	0x74657865	data.s
s___color_001a4918	0x1a4918	__TEXT,__cstring	TerminatedCString	8	extern unsigned char *s___color_001a4918 asm("s___color_001a4918");	0x5d2e636f	data.s
s_clip__001a4920	0x1a4920	__TEXT,__cstring	TerminatedCString	6	extern unsigned char *s_clip__001a4920 asm("s_clip__001a4920");	0x636c6970	data.s
s___plane_001a4928	0x1a4928	__TEXT,__cstring	TerminatedCString	8	extern unsigned char *s___plane_001a4928 asm("s___plane_001a4928");	0x5d2e706c	data.s
s_fog_color_001a4930	0x1a4930	__TEXT,__cstring	TerminatedCString	10	extern unsigned char *s_fog_color_001a4930 asm("s_fog_color_001a4930");	0x666f672e	data.s
s_fog_params_001a493c	0x1a493c	__TEXT,__cstring	TerminatedCString	11	extern unsigned char *s_fog_params_001a493c asm("s_fog_params_001a493c");	0x666f672e	data.s
s_depth_range_001a4948	0x1a4948	__TEXT,__cstring	TerminatedCString	12	extern unsigned char *s_depth_range_001a4948 asm("s_depth_range_001a4948");	0x64657074	data.s
s_point_size_001a4954	0x1a4954	__TEXT,__cstring	TerminatedCString	11	extern unsigned char *s_point_size_001a4954 asm("s_point_size_001a4954");	0x706f696e	data.s
s_point_attenuation_001a4960	0x1a4960	__TEXT,__cstring	TerminatedCString	18	extern unsigned char *s_point_attenuation_001a4960 asm("s_point_attenuation_001a4960");	0x706f696e	data.s
s_matrix__001a4974	0x1a4974	__TEXT,__cstring	TerminatedCString	8	extern unsigned char *s_matrix__001a4974 asm("s_matrix__001a4974");	0x6d617472	data.s
s_projection__001a497c	0x1a497c	__TEXT,__cstring	TerminatedCString	12	extern unsigned char *s_projection__001a497c asm("s_projection__001a497c");	0x70726f6a	data.s
s_mvp__001a4988	0x1a4988	__TEXT,__cstring	TerminatedCString	5	extern unsigned char *s_mvp__001a4988 asm("s_mvp__001a4988");	0x6d76702e	data.s
s_color__001a4990	0x1a4990	__TEXT,__cstring	TerminatedCString	7	extern unsigned char *s_color__001a4990 asm("s_color__001a4990");	0x636f6c6f	data.s
s_modelview__001a4998	0x1a4998	__TEXT,__cstring	TerminatedCString	11	extern unsigned char *s_modelview__001a4998 asm("s_modelview__001a4998");	0x6d6f6465	data.s
s_program__001a49a4	0x1a49a4	__TEXT,__cstring	TerminatedCString	9	extern unsigned char *s_program__001a49a4 asm("s_program__001a49a4");	0x70726f67	data.s
s_transpose__001a49b0	0x1a49b0	__TEXT,__cstring	TerminatedCString	11	extern unsigned char *s_transpose__001a49b0 asm("s_transpose__001a49b0");	0x7472616e	data.s
s_inverse__001a49bc	0x1a49bc	__TEXT,__cstring	TerminatedCString	9	extern unsigned char *s_inverse__001a49bc asm("s_inverse__001a49bc");	0x696e7665	data.s
s_invtrans__001a49c8	0x1a49c8	__TEXT,__cstring	TerminatedCString	10	extern unsigned char *s_invtrans__001a49c8 asm("s_invtrans__001a49c8");	0x696e7674	data.s
s_row__001a49d4	0x1a49d4	__TEXT,__cstring	TerminatedCString	5	extern unsigned char *s_row__001a49d4 asm("s_row__001a49d4");	0x726f775b	data.s
s___001a49dc	0x1a49dc	__TEXT,__cstring	TerminatedCString	2	extern unsigned char *s___001a49dc asm("s___001a49dc");	0x7b000000	data.s
s___001a49e0	0x1a49e0	__TEXT,__cstring	TerminatedCString	2	extern unsigned char *s___001a49e0 asm("s___001a49e0");	0x7d000000	data.s
s_____Fixed_constant_data_not_curr_001a49e4	0x1a49e4	__TEXT,__cstring	TerminatedCString	52	extern unsigned char *s_____Fixed_constant_data_not_curr_001a49e4 asm("s_____Fixed_constant_data_not_curr_001a49e4");	0x7b2d2d20	data.s
s_normalscale_001a4a18	0x1a4a18	__TEXT,__cstring	TerminatedCString	12	extern unsigned char *s_normalscale_001a4a18 asm("s_normalscale_001a4a18");	0x6e6f726d	data.s
s____001a4a24	0x1a4a24	__TEXT,__cstring	TerminatedCString	5	extern unsigned char *s____001a4a24 asm("s____001a4a24");	0x0a7d3b0a	data.s
s___001a4a2c	0x1a4a2c	__TEXT,__cstring	TerminatedCString	3	extern unsigned char *s___001a4a2c asm("s___001a4a2c");	0x2c0a0000	data.s
s_OUTPUT_res_001a4a30	0x1a4a30	__TEXT,__cstring	TerminatedCString	11	extern unsigned char *s_OUTPUT_res_001a4a30 asm("s_OUTPUT_res_001a4a30");	0x4f555450	data.s
s_LONG_OUTPUT_res_001a4a3c	0x1a4a3c	__TEXT,__cstring	TerminatedCString	16	extern unsigned char *s_LONG_OUTPUT_res_001a4a3c asm("s_LONG_OUTPUT_res_001a4a3c");	0x4c4f4e47	data.s
s_SHORT_OUTPUT_res_001a4a4c	0x1a4a4c	__TEXT,__cstring	TerminatedCString	17	extern unsigned char *s_SHORT_OUTPUT_res_001a4a4c asm("s_SHORT_OUTPUT_res_001a4a4c");	0x53484f52	data.s
