64f40	FUN_00064f40	r5	PASS-indirect	64fa0 bctrl 
64f40	FUN_00064f40	r6	PASS-indirect	64fa0 bctrl 
64f40	FUN_00064f40	r7	PASS-indirect	64fa0 bctrl 
64f40	FUN_00064f40	r8	PASS-indirect	64fa0 bctrl 
651e0	FUN_000651e0	r5	PASS-indirect	65218 bl 0x61dc0
651e0	FUN_000651e0	r6	PASS-indirect	65218 bl 0x61dc0
651e0	FUN_000651e0	r7	PASS-indirect	65218 bl 0x61dc0
651e0	FUN_000651e0	r8	PASS-indirect	65218 bl 0x61dc0
65370	FUN_00065370	r5	PASS-indirect	653a8 bctrl 
65370	FUN_00065370	r6	PASS-indirect	653a8 bctrl 
65370	FUN_00065370	r7	PASS-indirect	653a8 bctrl 
65370	FUN_00065370	r8	PASS-indirect	653a8 bctrl 
65370	FUN_00065370	r10	PASS-indirect	653a8 bctrl 
656b0	FUN_000656b0	r7	PASS-no	656dc bl 0x1a3760	; symbol stub for: _memset
656b0	FUN_000656b0	r8	PASS-no	656dc bl 0x1a3760	; symbol stub for: _memset
656b0	FUN_000656b0	r9	PASS-no	656dc bl 0x1a3760	; symbol stub for: _memset
71bc0	FUN_00071bc0	r7	PASS-no	71c48 bl 0x70cd0
79e70	FUN_00079e70	r5	PASS-no	79f10 bl 0x79e10
79e70	FUN_00079e70	r6	PASS-no	79f10 bl 0x79e10
79e70	FUN_00079e70	r7	PASS-no	79f10 bl 0x79e10
79e70	FUN_00079e70	r8	PASS-no	79f10 bl 0x79e10
7c760	FUN_0007c760	r6	PASS-no	7c7b0 bl 0x7a060
82900	FUN_00082900	r5	PASS-indirect	82b64 bctrl 
82900	FUN_00082900	r6	PASS-indirect	82b64 bctrl 
83470	FUN_00083470	r7	PASS-no	83498 bl 0x656b0
83470	FUN_00083470	r8	PASS-no	83498 bl 0x656b0
83470	FUN_00083470	r9	PASS-no	83498 bl 0x656b0
837b0	FUN_000837b0	r5	PASS-no	837c4 bl 0x83470
837b0	FUN_000837b0	r6	PASS-no	837c4 bl 0x83470
837b0	FUN_000837b0	r7	PASS-no	837c4 bl 0x83470
837b0	FUN_000837b0	r8	PASS-no	837c4 bl 0x83470
83870	FUN_00083870	r10	PASS-indirect	8389c bl 0x90470
86840	FUN_00086840	r5	PASS-indirect	868a0 bctrl 
86840	FUN_00086840	r6	PASS-indirect	868a0 bctrl 
86840	FUN_00086840	r7	PASS-indirect	868a0 bctrl 
86840	FUN_00086840	r8	PASS-indirect	868a0 bctrl 
872e0	FUN_000872e0	r5	PASS-indirect	87428 bctrl 
872e0	FUN_000872e0	r6	PASS-indirect	87428 bctrl 
872e0	FUN_000872e0	r7	PASS-indirect	87428 bctrl 
872e0	FUN_000872e0	r8	PASS-indirect	87428 bctrl 
